smiles,min_bde_pred,Td
O=[N+](N1C2N([N+]([O-])=O)C3C1N(CN=[N+]=[N-])C4C(N3[N+]([O-])=O)N([N+]([O-])=O)C2N4[N+]([O-])=O)[O-],65.869965,479.15
[H]C(N([N+]([O-])=O)C1([H])[H])(N([N+]([O-])=O)C([H])(N1[N+]([O-])=O)[H])[H],65.58268,479.15
CCOC(=O)CNC=C1NN2C(C=C1N)=NN=C2C1=CC=C(O1)[N+]([O-])=O,61.517765,479.65
COC(=O)C1=C(C)NC(N)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C1=NC(CN(C)CC2=CC=CC=C2)=NO1,23.281708,479.65
CC1=C(CCC2=CC3=C(C=C2)N=C(N)O3)N=C2C=C(CN=[N+]=[N-])C=CN12,24.439651,479.65
COC1=CC=C(C=C1)C1=C(N=C(N1)C1=CC=C(C=C1)[N+]([O-])=O)C(O)=O,19.359638,479.65
NC(=O)NC1=CC(=CC=C1)C1=NN=NN1,24.195665,479.85
[O-][N+](=O)C1=CC2=C(NN=N2)C=C1,18.530209,480.15
CCOC(=O)COC1=CC=C(C=C1)C(=O)NC1=C(OC2=CC=C(C=C2)C2=NN=NN2)C=CC=C1,15.5177765,480.15
CC(C)C1=CC2=C3OC(CN=[N+]=[N-])=CC3=CC(C)=C2NC1=O,16.738953,480.15
O([N+](=O)[O-])C(CO[N+](=O)[O-])CO[N+](=O)[O-],61.491966,480.2
COC1=CC(C=C(C#N)C(N)=O)=C(C=C1)[N+]([O-])=O,8.27124,480.65
CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(CCCNC(N)=C[N+]([O-])=O)C2=CC=CC=C12,27.987625,480.65
CC1=CC=CC=C1C(=O)NN=CC=CC1=CC=C(O1)[N+]([O-])=O,11.636778,481.15
CN1CNC(NC1)=N[N+]([O-])=O,72.69594,481.15
COC1=C(C(C2=NN=C(O2)C2=C(C(OC)=C(C(OC)=C2[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)=C(C(OC)=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,16.995712,481.15
NC(=O)C1=C(C(=CC=C1[N+]([O-])=O)N1CC1)[N+]([O-])=O,9.05438,481.15
CN1N=NC(/N=[N+]([O-])/C2=NN(C)N=N2)=N1,80.977135,481.15
CC1=CC(OCC2=CC=C(C=C2)C2=C(C=CC=C2)C2=NN=NN2)=C(C(C)=N1)C1=CC=C(C=C1)C(O)=O,14.583418,481.65
CCCCC1=NC=C2N1C(CCC2=CC(=O)OC(C)(C)C)C1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,22.881971,481.65
CCN1N=NC(NC(=O)C2C3=CC=CC=C3OC3=C2C=C(OC)C=C3)=N1,9.414263,482.15
N/C(NC(N)=O)=C([N+]([O-])=O)\[N+]([O-])=O,70.06602,482.15
CC1=CC(=CC(C(O)=O)=C1OC1CCOC1=O)[N+]([O-])=O,5.9200916,483.15
CC1(C)OC2=C(C=C(C=C2)C2=NN=NN2CC(O)=O)[C@@H](OC2=CC=C(O)N=N2)[C@]1(C)O,11.419464,483.15
OC(=O)CN1C(=O)C(=O)NC2=CC(=C(C=C12)N1C=CC(CNC(=O)NC2=CC=CC=C2)=C1)[N+]([O-])=O,2.5081763,483.15
CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)C=C1[N+]([O-])=O,79.98758,483.15
O=[N+](C1=NN(CC#N)N=N1)[O-],71.542694,483.15
NC1=NC(CN2C([N+]([O-])=O)=C(N)C([N+]([O-])=O)=N2)=NO1,73.61332,483.65
O=[N+](C1=NNN=C1C2=NC([N+]([O-])=O)=NN2)[O-],79.65117,483.98
CC(=O)NC1=C(C=C(C=C1)C1=NN=NN1)[N+]([O-])=O,9.442065,484.65
CCOC(C1=NN=NN1CCN2C(C(OCC)=O)=NN=N2)=O,63.923122,485.15
NC1=NN(N)N=C1[N+]([O-])=O,76.08335,485.25
[O-][N+](=O)C1=CC=CC(=C1)N=C=O,21.602812,486.15
NN1C(CN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2[N+]([O-])=O)=NN=C1CN3N=C([N+]([O-])=O)C([N+]([O-])=O)=C3[N+]([O-])=O,74.7948,486.15
O([N+](=O)[O-])CC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],62.39601,486.2
[O-][N+](=O)C1=C(NC2=NCCN2)C=C2CCCC2=C1,14.134445,486.65
NC1=C(NC(=O)C2=CC=C(NC(=O)COC3=CC=C(C=C3)[N+]([O-])=O)C=C2)C=CC=C1,15.007017,486.65
CN1C=C(\C=C\C2=CC=C(C=C2)[N+]([O-])=O)C=C1C(O)=O,19.314568,486.65
CC1=NC(N2CCC(=CC2)C2=CC=CC=C2)=C(C(=O)N1)[N+]([O-])=O,20.672705,487.15
[O-][N+](=O)C(=[N+]=[N-])C1=CC=CC=C1,20.76698,487.65
NC1=C(C(C#N)=C(C(N)=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,9.820393,487.65
CCCCNC1=NC2=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(=CC=C2)C(O)=O,20.567833,487.65
CC1=NN=NN1C1=C(C=CN=C1)C(O)=O,9.144917,487.65
OC(=O)CON1C(=O)C(=O)NC2=C1C1=C(CC2)CCC(=C1)N1C=CC(CNC(=O)NC2=CC=C(C=C2)[N+]([O-])=O)=C1,19.450813,488.15
CCOC(=O)NN=CC1=CN(N=C1C1=CC=C(O1)[N+]([O-])=O)C1=NC=CC=C1,29.472397,488.65
CC1=CC=C(CC2=CN=C(N[N+]([O-])=O)NC2=O)C=N1,26.880795,488.65
OC(=O)CC1=CC2=C(OC(=C2C2=CC3=CC=CC=C3C=C2)[N+]([O-])=O)C=C1,15.740434,488.65
COC1=C(C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1)[N+]([O-])=O,6.2912407,488.65
N#CC1=CC=C(C=C1)N1N=NC(=N1)C1=CC=C(C=C1)C#N,18.984077,489.15
[N-]=[N+]=NC(=O)C1=CC=CC=C1,17.061684,489.65
CCCCC1=NC2=C(C(NCC2)C(O)=O)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,24.264751,489.65
OC(=O)C1=CC=CC2=C1N(CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(=N2)N1CCCCC1,20.644363,489.65
O=C(NC1=CC=CC=C1)C1=NN=NN1,27.94284,490.15
O=[N+](C1=NNC=N1)[O-],80.65288,490.15
NC1=NN=C(N2N)N1N=C2C3=NON=C3N,74.28141,490.15
[O-][N+](=O)c1c(N([N+](=O)[O-])C)c([N+](=O)[O-])cc([N+](=O)[O-])c1,62.600925,490.2
COC1=C(C=NNC(NN=CC2=C(OC)C=C(C=C2)[N+]([O-])=O)=NN=CC2=C(OC)C=C(C=C2)[N+]([O-])=O)C=CC(=C1)[N+]([O-])=O,12.89093,490.65
CCC1=CC(=NC=C1)C(=O)NC1=NN=NN1,25.948593,490.65
CC(=O)C1=C(O)C(C)=C2OC(C)(COC3=CC=C(C=C3)[N+]([O-])=O)CC(=O)C2=C1,6.8564186,490.65
OCC1=C(C#N)C(C2=CNN=C2N1)C1=CC=CC2=NON=C12,32.970154,490.65
CN1N=NC(NC(=O)C(C2=CC=CC=C2)C2=CC=CC=C2)=N1,35.326946,491.15
COC1=CC(OC)=C(\C=C\C(=O)C2=CC=C(C=C2)C(O)=O)C=C1C1=NNN=N1,9.89523,491.15
CCOC(=O)NN=CC1=CN(C)N=C1C1=CC=C(O1)[N+]([O-])=O,60.24591,491.35
CCCCC1=CC(=NC=C1)C(=O)NC1=NN=NN1,26.528046,491.65
O=C(OCC1=CC=CC=C1)N1CC2=C(CC1C1=NN=NN1)C1=CC=CC=C1N2,27.244577,491.65
[O-][N+](=O)C1C(=O)C2=CC=C(OCCCOC3=CC=CC=C3)C=C2C1=O,23.086376,492.15
CC1=NNC(C(N)=O)=C1[N+]([O-])=O,72.25688,492.15
CCCC1=CC=CC(=N1)C(=O)NC1=NN=NN1,23.677692,492.15
CC1=NC2=CC=NN2C(NCC2=CC=C(C=C2)C2=C(C=CC=C2)C2=NN=NN2)=C1,24.264751,492.15
CCC1C2=C(C=C(OC)C(OC)=C2)C(C=CC2=CC=C(C=C2)[N+]([O-])=O)=NN=C1C,9.282957,492.15
CC1=NC(N2CCC3=C(CC2)C=C(N)C=C3)=C(C(=O)N1)[N+]([O-])=O,10.959705,492.15
C1(NC2=NON=C2/N=N\C3=NON=C3NC4=NN=CN=N4)=NN=CN=N1,79.047554,492.15
O=C(CN1N=NC(CCC2=NN(CC(O)=O)N=N2)=N1)O,67.53401,492.15
NC1=NOC(C2=[N+]([O-])ON=C2N)=N1,76.35404,492.15
O=[N+](/C([N+]([O-])=O)=C1NCCN/1)[O-],70.653564,492.94
CC1=CC=C2N3N=NN=C3C3=NN=NN3C2=C1,5.148194,493.15
CC1=C(C(C2=C(C=CC=C2)[N+]([O-])=O)C2=C(N1)C=CNC2=O)C(O)=O,14.599104,493.15
CC1=C(CNC2=NCCN2)C(=NC(=N1)C1=CC=CC=C1)C1=CC(=CC=C1)[N+]([O-])=O,20.861343,493.15
OCCN(CCO)C1=CC=C(C=CC=CC=CC2=CC=C(C=C2)[N+]([O-])=O)C=C1,18.47419,493.15
NC1=CC(N=[N+]=[N-])=NC=C1,32.137165,493.15
OC(=O)CN1C(=O)C(=O)NC2=C1C1=C(CC2)CCC(=C1)N1C=CC(=C1)C(=O)NCC1=CC=C(C=C1)[N+]([O-])=O,18.993582,493.15
[O-][N+](=O)C1=CC=C2NC3=C4NC=CC4=CC=C3C2=C1,18.882904,493.15
[O-][N+]1=NC2=NN=C([N+]([O-])=O)N2N=C1N,77.68529,493.15
O=[N+](C1=C([N+]([O-])=O)C([N+]([O-])=O)=C([N+]([O-])=O)C=C1[N+]([O-])=O)[O-],9.864639,493.15
O=[N+](N1C(N2[N+]([O-])=O)C3N([N+]([O-])=O)C1C4N([N+]([O-])=O)C(N3CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C2N4[N+]([O-])=O)[O-],65.86997,493.15
O=C(NC1=NN=NN1)C1=NC(CCC2=CC=CC=C2)=CC=C1,23.682236,493.65
COC1=C(O)C(=CC(=C1)C(=O)C1=CC2=CC=CC=C2N=C1)[N+]([O-])=O,10.770203,493.65
CC(N)C(=O)N1N=C(C2=CC=C(C=C2)[N+]([O-])=O)C2=C(CC1C)C=C1OCOC1=C2,15.190771,493.65
COC1=C(O)C(=CC(=C1)C1=NC2=CC=CC=C2C=C1C(=O)C1=CC2=CC=CC=C2N=C1C1=CC(OC)=C(O)C(=C1)[N+]([O-])=O)[N+]([O-])=O,9.83547,493.65
[O-][N+](=O)C1=C2C(=O)OC(=O)NC2=CC=C1,8.807474,494.15
CCC1=NC2=CC=NN2C(NC2=CC=C(C=C2)C(C2=NN=NN2)C2=CC=CC=C2)=C1,21.15453,494.15
NC(N1N[N+]([O-])=O)=NN=C1C2=NNN=C2[N+]([O-])=O,71.65506,494.15
NC(=O)C1=C2NC(=O)C=CC2=C2OC(CN=[N+]=[N-])CC2=C1,9.144079,494.65
CCCCC1=NC=C2N1C(CC=C2CC(=O)OC(C)(C)C)C1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,22.345638,495.15
NN=CC1=NN=C(C2=CC=C(C=C2)[N+]([O-])=O)C2=C(C1)C=C1OCOC1=C2,15.49329,495.15
NC1=CC=C(NC(=O)NC2=CC=C(C=C2)[N+]([O-])=O)C=C1,19.450813,495.15
COC1=CC=C(C=C1)N=NC1=CC(C(=O)NCC2=NN=NN2)=C(O)C=C1,5.736626,495.65
CC(C)C1=C(C#N)C(C2=CNN=C2N1)C1=CC=CC2=NON=C12,32.949783,495.65
OC1=C(CN2CCNC2=O)C=C(C=C1)[N+]([O-])=O,14.864012,496.15
CC1CC2=C(C=C3OCOC3=C2)C(=NN1C(=O)C1=CC=CC=C1)C1=CC=C(C=C1)[N+]([O-])=O,15.15497,496.15
CN(CCC1=CC=C(C=C1)[N+]([O-])=O)CC1=CC=CC=C1,19.09063,496.15
CC(C)(C)C1=CC=C(C=C1)C1=NC(C(O)=O)=C(N1)C1=CC=C(C=C1)[N+]([O-])=O,19.380262,496.15
CC1=CC=C(C(C[C@H](NC(N)=O)C(O)=O)=C1C)[N+]([O-])=O,10.63483,496.65
CC1=CC(CC2NC(=O)NC2=O)=C(C=C1)[N+]([O-])=O,8.316931,496.65
C(OC1=CC(OCC2=NC3=CC=CC=C3C=C2)=CC=C1)C1=CC2=C(C=C1)N=C(O2)C1=NN=NN1,14.873255,497.15
NC1=NC([N+]([O-])=O)=NN1CN([N+]([O-])=O)C,76.788246,497.15
[O-][N+](/N=C(N([H])[H])\N([H])[H])=O,72.861145,497.15
CCC1=NC2=CC=NN2C(=C1)N(CC(O)=O)CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,24.264751,497.65
CC1=CC=CC(C)=C1NC(=O)NC1=NN=NN1CC1=CC=CC=C1,19.500402,498.15
O=C1N(CN2N=NC(=N2)C2=CC(=NC=C2)C2=NN(CN3C(=O)C4=CC=CC=C4C3=O)N=N2)C(=O)C2=CC=CC=C12,23.857157,498.15
NC1=NC(N)=C([N+]([O-])=O)N=N1,48.983116,498.15
O=[N+](C(C=C1[N+]([O-])=O)=NN1C2=NON=C2[N+]([O-])=O)[O-],80.5446,498.15
CC1=C(C(O)=O)C(O)=C(C=C1[N+]([O-])=O)C(C)(C)C,11.518469,498.65
CC1=C(CC2NC(=O)NC2=O)C(=CC=C1)[N+]([O-])=O,13.758179,498.65
CN1C=C(C(=O)NN=CC2=CC=C(O2)[N+]([O-])=O)C(=N1)[N+]([O-])=O,69.33594,499.15
NC1=C(C(NCCO)=C(C(NCCO)=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,13.312021,499.15
C(N1C=CC2=C(C=CC=C12)C1=NN=NN1)C1=CC=CC=C1,27.82306,499.15
COC1=C(C=C(C)C=C1[N+]([O-])=O)[N+]([O-])=O,13.68235,499.15
[O-]C1=C([N+]#N)C([N+]([O-])=O)=NN1CN2C([O-])=C([N+]#N)C([N+]([O-])=O)=N2,77.69323,499.15
CCCCCC1=C(OC2=C1C=CC=C2)C1=C2C=CC=NC2=C(OCC2=NN=NN2)C=C1,9.169657,500.15
CN1C2=C(C=CC=C2)N(C2=CC=CC=C2)C(=O)C(NC(=O)NC2=CC(=CC=C2)C2=NN=NN2)C1=O,15.572685,500.65
OC1=CC(=NN1)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,10.778589,501.15
CCN1N=NC(NC(=O)C2C3=CC=CC=C3OC3=C2C=CC=C3)=N1,15.831569,501.15
CC1=CC=CN=C1C(=O)NC1=NN=NN1,17.514963,501.65
CCOC1=CC(=NC(=C1)C1=CC=C(C=C1)N(CC)CC)C(=O)NC1=NN=NN1,19.770447,502.15
CCCCN1C(CC2=CC=C(C=C2)C2=C(C=CC=C2)C2=NNN=N2)=C(C(O)=O)C2=CC=CC=C12,24.934204,502.15
CCC1=C(C#N)C(C2=CNN=C2N1)C1=C(C=CC=C1)[N+]([O-])=O,11.96902,502.15
O=[N+](C1=NON=C1NC(N=N2)=NN3C2=NN=C3)[O-],80.888214,502.25
[O-][N+](=O)C1=CC=C(O1)C1=NN(C=C1C=NNC1=NC=CC=C1)C1=CC=CC=C1,24.54022,502.65
CCCCC1=NC2=C(N1CC1=CC=C(C=C1)N1C=CC(=C1)C1=NN=NN1)C(=CC=C2)C(=O)OC,19.412518,502.65
C[C@@H]1CC2=C(C(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@H](O)CC[C@H]3[C@H]12)[N+]([O-])=O,64.46605,502.65
CC(C)C1=NC(N)=C2C(=NN(C)C2=N1)C1=CC=C(O1)[N+]([O-])=O,64.923996,503.15
CC1=CC=C2N(O)C(=O)C=CC2=C1[N+]([O-])=O,5.006858,503.15
[O-][N+](=O)C1=CC=C(C=C1)C1=CNC(=N1)C#N,19.406776,503.15
OC(=O)C1=C(C=C(O)C=C1)[N+]([O-])=O,3.1001055,503.15
COC1=CC(=CC2=C1C(=O)C1=C(OC)C=CC(=C1C2=O)[N+]([O-])=O)C(O)=O,11.910608,503.15
OC1=C(CCCOC2=CC=CN=C2OC2=CC(=CC=C2)C2=NN=NN2)C=CN=C1,19.858059,503.15
CC(=O)C1=C(C#N)C(C2=CNN=C2N1)C1=CC=CC2=NON=C12,32.95856,503.15
CC(=O)NCC(NC(C)=O)C1=CC=C(C=C1)[N+]([O-])=O,18.455696,503.65
CCOCCOC1=CC(C=C2NC(=O)NC2=O)=C(C=C1)[N+]([O-])=O,8.422944,503.65
[O-][N+](=O)C1=CN2CC3(CCN(CC3)C(=O)NC3=CC=CC=C3)OC2=N1,27.73933,503.65
O=C1C=CC(=NN1CCC1=NN=NN1)C1=C2C=CC=CN2N=C1C1=CC=CC=C1,25.737309,504.15
C=CCOC1=C(C=CC=C1)C1=NC=C(C2=NN=NN2)C(=O)N1,13.975382,504.35
C(N1C=CN=C1CC1=NN=NN1)C1=CC=CC=C1,27.844421,505.15
CCCC(=O)C1=CC(C)=CC(NC(=O)C2=NN=NN2)=C1O,6.9350047,505.15
CC1=CC=CC(C)=C1NC(=O)NC1=NN(CC2=CC=CC=C2)N=N1,19.501945,505.65
[O-][N+](=O)C1=CC=C(CCN2CC[C@@H]3[C@H](CCC4=C3C=CC=C4)C2)C=C1,17.41616,505.65
[O-][N+](=O)C1=CC=C(NC(=O)OCC2=CC=CN=C2)C=C1,19.375912,506.15
OC1=C(C=CN=N1)C(=O)OC1=CC=C(C=C1)[N+]([O-])=O,14.726099,506.15
[O-][N+](=O)C1=C(C=C2NC(=O)NC2=O)C=C(C=C1)N1CCN(CC1)C1=CC=CC=C1,9.401203,506.15
CCCC1=NC(CO)=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O,24.264751,506.15
ON=CC1=CNN=C1C1=CC=C(O1)[N+]([O-])=O,68.90518,507.15
NC1=NN=NN1CCN(N=N2)N=C2[N+]([O-])=O,64.7813,507.15
ON=CC1=CN(N=C1C1=CC=C(O1)[N+]([O-])=O)C1=CC=CN=C1,25.811388,507.35
CC1=CC(NCCCC[C@H](N)C(O)=O)=C(C=C1)[N+]([O-])=O,7.9502277,507.65
OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C(=O)NC1=NN=NN1,7.5282125,508.15
ON1C(=O)C(=O)NC2=CC(=C(C=C12)C1=NC=CN1)[N+]([O-])=O,5.2283616,508.15
O=[N+](C1([N+]([O-])=O)[C@@H]2N([N+]([O-])=O)[C@H]3C([N+]([O-])=O)([N+]([O-])=O)[C@H](N([N+]([O-])=O)[C@@H]1C3)C2)[O-],73.83613,508.15
[O-][N+](=O)C1=C(C=CC=C1)C1=NNC2=C1C(=O)CCC2,12.985661,509.15
OC1=CC2=NN=NN2C2=NC=CC=C12,14.784023,509.15
[O-]C1=N[N+](C2=CC=C([N+]([O-])=O)C=C2)=NO1,19.491957,509.15
CC(=O)C1=C(O)C(=C(C)NC2=CC(=C(O)C=C2)[N+]([O-])=O)C(=O)OC1=O,9.911844,509.65
COC(=O)C1(C(=O)OC)C(=O)NC2=CC(=CC=C12)[N+]([O-])=O,20.018255,509.65
CN1CCC(CC1)C1=CNC2=CC=C(NC(=O)C3=CC=C(C=C3)[N+]([O-])=O)N=C12,15.037901,510.05
COC1=C(C=NNC(=N)NN=CC2=C(OC)C=C(C=C2)[N+]([O-])=O)C=CC(=C1)[N+]([O-])=O,12.878928,510.15
CN1C=C(C=NNC2=CC3=CC=CC=C3N=C2)C(=N1)C1=CC=C(O1)[N+]([O-])=O,11.513864,510.15
OC1=C(C=CC=C1[N+]([O-])=O)C(=O)NC1=NN=NN1,8.981968,510.15
CNC(C(O)=O)C1=CC=CC2=C1OC(=C2C1=CC=CC=C1)[N+]([O-])=O,26.549192,510.15
CCCC1=C(OCC2=CC=CN3C(=O)C(CCC4=NN=NN4)=CN=C23)C=CC(C(C)=O)=C1O,7.6909146,510.65
CCN(CC)C=CC1=C(C2=C(C=C1)C(=O)C1=CC=CC=C1C2=O)[N+]([O-])=O,11.5522175,511.15
CC1=C(C(C2=CC(=CC=C2)[N+]([O-])=O)C(=C(C)N1)[N+]([O-])=O)[N+]([O-])=O,23.369244,511.65
CCCOC1=CC(=NC(=C1)C1=CC=C(N)C=C1)C(=O)NC1=NN=NN1,19.994347,511.65
CC1=C(C=C2NC(=O)NC2=O)C(=CC=C1)[N+]([O-])=O,12.819095,511.65
O=C1NCCN1C1=CC=C(C=C1)N1C=NN=N1,19.161129,511.65
C(OC1=CC2=CC=C(C=C2C=C1)C1=CC=C(N1)C1=CC=CC=C1)C1=NN=NN1,3.6052332,511.65
OC(=O)C1=C(NC(=O)C2=C(C=CC=C2)[N+]([O-])=O)C=CC=C1,6.5358357,511.65
COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(CN1CCCCC1)C1=CC=CC=C1,23.303366,512.15
CN(C)NC(=O)C1=NC(NC(=O)C2=NC(=CN2C)[N+]([O-])=O)=CN1C,73.80478,512.15
CCN1N=NC(NC(=O)C2C3=CC=CC=C3OC3=C2C=CC=C3OC)=N1,11.6453,512.65
COC(=O)C1=CC2=C3C(CO)CN(C(=O)C4=CC5=CC(OC)=C(OC)C(OC)=C5N4)C3=CC(=C2N1)[N+]([O-])=O,23.037174,512.95
[O-][N+](=O)C1=CC=C(C=CC(=O)OC2=CC=CC=C2)C=C1,19.28339,513.15
NC1=C(C(NCCO)=C(C(N)=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,12.047222,513.15
COC1=C(O)C(=CC(=C1)C1=NN=NN1)[N+]([O-])=O,12.2010975,513.15
OC1=CC(=CC(=C1O)[N+]([O-])=O)C1=NN=NN1,10.417358,513.15
OC1=C(O)C(=CC(=C1)C1=CC(=O)C2=C(O1)C=CC=C2)[N+]([O-])=O,10.297244,513.15
CC(C)C1=NC=CN1C1=C(C=C2NC(=O)C3=NNC(=O)N3C2=C1)[N+]([O-])=O,1.7323225,513.15
[O-][N+](=O)C1=C(C=C2NC(=O)C(=O)NC2=C1)N1C=CC(CNC(=O)NC2=CC=NC=C2)=C1,3.5211978,513.15
CC(C)CC(CN)C1=NN=NN1,55.94539,513.15
C(OC1=C2N=CC=CC2=C(C=C1)C1=CC2=C(O1)C=CC=C2)C1=NN=NN1,9.760578,513.15
N1N=NN=C1C1=CC=CN=C1,23.907124,513.15
C1[C@@H]2CCCC[C@@H]2N[C@@H]1C1=NN=NN1,70.29859,513.15
CCC1=CC(NC(=O)C2=NN=NN2)=C(O)C(=C1)C(C)=O,9.390676,513.65
O=[N+](N1CN([N+]([O-])=O)CN([N+]([O-])=O)C1)[O-],62.753807,514
CCCOC1=C(C=C(C=C1)[N+]([O-])=O)C1=NC(=O)C2=NN=NC2=N1,11.330735,514.15
CC1=C(C)N=C(C=C1)C(=O)NC1=NN=NN1,18.38051,514.15
CC(C)OC1=C(OC(C)=C1)C(=O)NC1=NN=NN1,65.74023,514.15
OCC1=CNC(=N1)C1=C(C=C2NC(=O)C(=NC2=C1)C(O)=O)[N+]([O-])=O,5.02553,514.15
NC(C([N+]([O-])=O)=NN1N)=C1[N+]([O-])=O,76.31558,514.15
CC1=NC(C(O)=O)=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(=C3)[N+]([O-])=O)N12,4.92196,514.65
OC1=C(C(=O)NC2=C1CCCC2)[N+]([O-])=O,11.278997,515.15
NN1C2=C([N+]([O-])=O)C([N+]([O-])=O)=NN2CN3N=C([N+]([O-])=O)C([N+]([O-])=O)=C13,70.0591,515.15
O=C1N/C(N([H])C2=NNN=C21)=N/[N+]([O-])=O,68.387085,515.15
O=[N+](/N=C(N1)\NN=C1CC(N/2)=NNC2=N/[N+]([O-])=O)[O-],69.06886,515.15
O=C1N(/C(N(C2=NN([H])N=C21)[H])=N/[N+]([O-])=O)[H],68.387085,515.15
COC1=CC(=NC=C1)C(=O)NC1=NN=NN1,21.661953,515.65
CCN(CC)CCC(=O)N1CCC2=C(C1)C1=C(NC(=O)C(=O)N1)C=C2[N+]([O-])=O,7.805401,515.65
CNC(=O)N1N=C(C2=CC=C(C=C2)[N+]([O-])=O)C2=C(CC1CO)C=C1OCOC1=C2,15.089281,515.65
[O-][N+](=O)N1CN(CC2(C1)CN(CN(C2)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,68.61018,516.15
COC1=CC2=C(CCN(CC2)C2=C(C(=O)NC(C)=N2)[N+]([O-])=O)C=C1,11.2463455,516.15
CN1C(=O)C2CC3=C(C=C4OCOC4=C3)C(=NN2C1=O)C1=CC=C(C=C1)[N+]([O-])=O,15.535804,516.15
OC(=O)C1=CC(=CC(NC(=O)NC2=CC=C(C=C2)[N+]([O-])=O)=C1)C(O)=O,19.450813,517.15
N/C(NC)=C([N+]([O-])=O)/[N+]([O-])=O,73.413956,517.61
OC(=O)C1=C(C=CC(=C1)[N+]([O-])=O)N1CCCC1,6.407531,518.15
O=C1C=C(OC2=C1N(C1=C2C=CC=C1)C1=CC=CC=C1)C1=NN=NN1,23.070564,518.15
[O-][N+](=O)C1=CC=C(C=NNC2=CC=C(N=N2)N2CCOCC2)C=C1,19.633211,518.15
CC(C)(O)CNC1=C(C=NC2=CC=CC=C12)[N+]([O-])=O,9.785463,518.15
NC1=NON=C1N2N=C([N+]([O-])=O)C=C2[N+]([O-])=O,76.50662,518.15
[O-][N+](=O)C1([N+](=O)[O-])CN([N+](=O)[O-])C1,62.723747,518.4
CN(C)C1=CC=C(NC(=O)N2CCC3(CN4C=C(N=C4O3)[N+]([O-])=O)CC2)C=C1,19.328436,518.65
NC1=C(C=C(C(C2=C(C(NCCO)=C(C=C2[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,12.343725,519.15
CN=CC1=NN=C(C2=CC=C(C=C2)[N+]([O-])=O)C2=C(C1)C=C1OCOC1=C2,15.485769,519.15
NC1=NON=C1C2=NN=C(N)O2,72.44595,519.15
NC(=O)CC1NCCC2=CC=C(C=C12)[N+]([O-])=O,12.434251,519.65
CC(C)COC1=C(C=C(C=C1)C1=NC2=C(N1)C=CC=C2O)[N+]([O-])=O,6.398698,519.65
CC1=CC(=NC(C)=C1)C(=O)NC1=NN=NN1,32.38834,520.65
CC1=C(C(O)=O)C(=NC(=N1)C1=CC=CC=C1)C1=CC=C(C=C1)[N+]([O-])=O,19.74741,520.65
CC1CCN(CC1)C1=CN=CC(=N1)C(=O)NC1=NN=NN1,31.77996,520.65
O=C1C2=C(COC3=C1C=C(C=C3)C1=NN=NN1)C=CC=C2,10.48958,521.15
OC1=CC2=NN=NN2C2=CC=CC=C12,13.113867,521.15
O=[N+](NC1=NON=C1C2=NN=C(N=NC3=NN=C(C4=NON=C4N[N+]([O-])=O)O3)O2)[O-],70.432915,521.15
[O-][N+](=O)C1=CC=C2C(NC=C2C2=CCNCC2)=C1,18.046507,521.65
COC1=CC=CC(NC(=O)C2=NN=NN2)=C1C(N)=O,12.69054,522.15
NC(=O)NN=CC1=CC=CC2=C1OC(=C2C1=CC=CC=C1)[N+]([O-])=O,26.527876,522.15
CC(=O)NC1=CC=C2C(C(=O)NC(=O)C2(C)C)=C1[N+]([O-])=O,13.202057,522.15
[O-][N+](=O)C1=NC(CCC2=CNC(=N2)[N+]([O-])=O)=CN1,70.93548,522.15
[O-][N+](=O)C1=NC=CN1C=C,74.0706,522.15
