smiles,Td,min_bde_pred
NC1=CN=C(C(O)=O)C(N)=N1,442.15,38.3533
CN(C)CCNC(=O)C(O)[C@H]1O[C@H]([C@H](O[N+]([O-])=O)[C@@H]1O[N+]([O-])=O)N1C=NC2=C1N=CN=C2N,442.15,70.91536
CON=C(C(O)=O)C1=CC=C(NC=O)N=C1,442.15,16.781313
CN1C(=O)CCN(C2CCN(CC3=NOC(C3)C3=NC=CC=C3)CC2)C1=O,442.15,29.607073
CCCCNC=NC1=C(C)C=C(C=C1)C1=CNC=N1,442.15,12.595638
CCOC(=O)C1=NC(=O)N(C(=O)N1)C1=CC=CC=C1,442.15,21.831448
COC1=C(OCC2=NC3=CC=CC=C3C=C2)C=CC(CC(O)=O)=C1,442.15,13.441155
CNC(=O)NC1=CC=C(C=C1)C1=NN(C(C)CC2=C1C=C1OCOC1=C2)C(C)=O,442.15,15.142254
O=CC1=NOC(=N1)C1=CC=C(C=C1)C#N,442.15,21.543203
OC(=O)CN(C=O)C1=CC=CC=C1,442.15,22.777718
COC(=O)C1=C(C2=CC=NC=C2)C2=CC(OC)=C(OC)C=C2C=N1,442.15,-6.0338492
CC1=CNC2=C1C(=O)CC(C2)C1=CC=CC=C1,442.15,25.266474
CC(C)(C)OC(=O)NC1=C(NC(=O)CC(=O)C2=CC(=CC=C2)C#N)C=C(C=C1)C#CC1=CC=CC=C1,442.15,15.157584
NC1=NC=NC2=C1N=C(C#CC1=CC=CC=C1)N2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,442.15,27.066343
OC(=O)[C@H](CC1=CC=CC=C1)N(NC1=NCCN1)C1=NC=NC(=C1)C1=CC=C(OCC2=CC=CC=C2)C=C1,442.35,21.164883
C[C@@H](N[C@H](CC1=CNC=N1)C(O)=O)[C@H](N)C(O)=O,442.65,69.2758
CC(=O)C1C2CC(=O)C=CC2(OC1=O)C#CC1=CC=CC=C1,442.65,27.382034
OC(=O)CC1=CC2=NOC(=C2C=C1)C1=CC=CC=C1,442.65,27.902912
COC1=CC=C2C(CCCC2=NO)=C1,442.65,13.225445
OC(=O)CCC(CCC(O)=O)(C(O)=O)C(O)=O,442.65,62.906914
CC1=C(C(C)=C(N1)C(O)=O)C1=NC2=C(N1)C=C(OC1=CC=CC=C1)C=C2,442.65,20.328815
CCC(C)(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,442.65,60.03016
N[C@@H](CCCNC(N)=N)C(O)=O,443.15,56.382683
CCCN1C(=O)N2C(NC1(C)C)=NC1=C2C=CC=C1,443.15,28.180447
CC(C)(CNC=O)C1=CC2=C(C=C1)N=C(N2)C1=CC=NC=C1,443.15,21.784737
COC1=C(C#N)C(=CC=C1)N1C=NC=N1,443.15,12.148596
OC(=O)C1=NC2=C(N1)C=CC=C2,443.15,27.780624
OC(=O)CC1=NOC2=C1C=C(O)C=C2,443.15,24.065668
COC1=C(CN2N=C3OC(C(O)=O)=C(C)C3=C2C)C=CC=C1,443.15,19.47676
CC(C)(C)NC(=O)OCC[C@H](NC(=O)C1=CC=C(C=C1)C(N)=N)C(=O)N1CCC(CC1)OCC(=O)OC(C)(C)C,443.15,15.489423
COC1=C(OC)C(OC)=C2C(CC[C@H](NC(C)=O)C3=CC(=O)C(OC)=CC=C23)=C1,443.15,10.695293
OCC1(CO)COC2(O)C(=O)C=CC(C(=O)C3=CC=CC=C3)=C2N1,443.15,15.977787
CC(C)(C)OC(=O)N1C=C(C=O)C2=CC(=NC=C12)N1C=NN=C1,443.15,47.054756
OC(=O)C1=CN(C=C1)C1=CC2=C(CC1)CCC1=C2N(OCC2=CC=CC=C2)C(=O)C(=O)N1,443.15,27.245571
CCCOC1=C(C=CC=C1)C1=NC2=C(C=C3NCN(CC4=CC=CC=C4)C3=C2)C(=O)N1,443.15,6.071114
CCC(CC)C1=CC=CC(C[C@H](N)C(O)=O)=C1,443.15,24.726143
NC1=NC(=CC=C1)C1=CC=C(CCN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,443.15,20.934452
CN1CCN(CCC2=CC=C(C=C2)C2=CC=CC(N)=N2)CC1,443.15,20.93445
CC(C)CCN1CCC(CC1)N(CC=C(C)C)C1=CC=C(OCC2=CC=CC=C2)C=C1,443.15,18.231459
CN(C)CCOC1=C(C=CC=C1)C1=NC(=NO1)C1=CC=C(O)C=C1,443.15,19.230328
CCCCCC1=CC=CC(C[C@H](N)C(O)=O)=C1,443.15,26.067875
CN1CCN(CC1)C(=O)C1=CC=CC(=C1)C1=NC2=C(NC(=O)C1)C=C(C=C2)C#CC1=CC=CC=C1,443.15,14.314552
CCOC(=O)C1=CC=C(C=C1)N1CCC(CC1)NC[C@H](O)COC1=CC=CC2=C1NC(=O)N2,443.15,12.855559
N1C=NC2=C1C=CC=C2,443.15,27.865917
CCCOC1=CN=C(CNC=C2C(=O)NC(=O)C3=CC=C(C=C23)C(C)(C)C)C=C1O,443.15,12.657482
CC1=CC(O)=NN1C(=O)OC(C)(C)C,443.15,79.71146
CC(=C)C(=O)NCCCCC(N(CC(O)=O)CC(O)=O)C(O)=O,443.15,58.680653
CC1=NC2=C(\C=C\C(=O)NO)C=CC=C2C(=O)N1C1=CC=CC=C1,443.15,12.94627
CNNCC1=CC=C(C=C1)C(=O)NCC1=CC=CO1,443.65,15.427313
CON=C(C(O)=O)C1=NC(NC=O)=CC=C1,443.65,29.046944
C1NCC2=C(NC3=C2C=CC=C3)C1C1=CC=CC=C1,443.65,25.638409
CC(C)NCCN1C(=O)\C(=N\NC(N)=O)C2=CC=CC=C12,443.65,28.321663
O=C1NC(=O)[C@]2(CCC3=CC=CC=C3)CCCC[C@@H]12,443.65,26.70764
CC(C)(C)OC(=O)NC(NC(=O)OC(C)(C)C)=NCC1=CC(O)=CC=C1,443.65,26.97738
OC(CC1=CC=CC=C1)C1=CC2=CC=NC=C2N1,443.65,27.272842
CON=C(C(O)=O)C1=CC(NC=O)=NC=C1,444.15,18.500282
CC1=CC=C(C=CC(=O)OC2=C(NC=N2)C(N)=O)C=C1,444.15,22.349228
CC1=NC(=CN1)C1=CC(C)=C(C=C1)N=CNCC=C,444.15,12.4962
CC1=CC(=NO1)C(O)=O,444.15,72.177826
N#CCC1=NC=CN1CC1=CC=CC=C1,444.15,27.833332
CC(=O)NCCN1C2=C(C=CC=C2)C(=NC(NC(=O)C2=CC3=CC=CC=C3N2)C1=O)C1=CC=CC=C1,444.15,16.023186
CN(O)C(=O)NCCCC1=CC=C(C=C1)C1=CC=CC=C1,444.15,24.265497
CC(C)[C@H](NC(=O)OCC1=CC=CC=C1)C(=O)NC(CC1=CC=CC=C1)C(O)C(CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=NC=C1)C(C)C,444.15,26.705534
CC(=O)N1CCC(CCC(=O)C2=CC=C3N(CCCC3=C2)C(C)=O)CC1,444.15,10.531895
CC(C)[C@]1(CCC2=CC=C(NC(C)=O)C=C2)CC(O)=CC(=O)O1,444.15,23.577206
O=C1NCC2=CC=CC=C2C1=CNC1=CC=C(CCN2CCCC2)C=C1,444.15,19.334055
CCC1(CC)C(=O)ON(C(=O)C2=CC(OC)=C(OC)C=C2)C1=O,444.65,10.40493
COC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)OC(C)(C)C,444.65,27.315536
CC1=CC(CON=C2CC=C(CC(O)=O)C=C2)=C(C=C1OCC1=NC=CO1)C1=CC=CC=C1,444.65,11.172026
CC1=C(COC2=CC=C(CO\N=C(\C(O)=O)C3=CC=CC=C3)C=C2)N=C(O1)C1=CC=CC=C1,444.65,20.086609
NC1=CC=C(OC2=CC=C(CC(O)=O)C=C2)C=C1,445.15,17.410326
CCOC(=O)C(=NO)C1=NC=CC(NC=O)=N1,445.15,36.93567
ONC(=O)C1=CC=CC(=C1)C1=CC=CC=C1,445.15,17.00849
CN1C(CON2C(=O)C3=CC=CC=C3C2=O)=NC=C(O)C1=O,445.15,20.552158
O=CC1=CC=C(O1)C1=CC=C(O1)C1=CC=C(O1)C=O,445.15,71.3355
CC(C)(C)OC(=O)N(N)C1CC2=CNC=C3C=CC(=O)CC1=C23,445.15,67.86931
CN1C=C(C2=CC3=NC=CN=C3N2)C2=CC(=CC=C12)C(=O)NCCO,445.15,12.160251
COC1=CC=C(C=C1)C1=CC(=O)N(CC2=CC=C(N)C=C2)N=C1C1=CC=C(OC)C=C1,445.15,20.27084
NC(=O)C(O)[C@H]1O[C@H]([C@H](O[N+]([O-])=O)[C@@H]1O[N+]([O-])=O)N1C=NC2=C1N=CN=C2N,445.65,72.02495
NC(CCOC1=CC=C(C=C1)N(C1CN(C(C(O)=O)C2=CC=C(OCC3=CC=CC=C3)C=C2)C1=O)C(=O)C=O)C(O)=O,445.65,20.19085
CCC(CO)NC=NC1=CC=C(C=C1)C1=CNC=N1,445.65,19.007607
CC1=CC(CO)=C(O)C(CC2=CNC=N2)=C1,445.65,19.439857
OCCN1C2=C(C=CC=C2)C(=NC(NC(=O)C2=CC3=CC=CC=C3N2)C1=O)C1=CC=CC=C1,445.65,16.028898
CN1CCN(CC2C3=C(OC2(C)C)C(C)=C(C)C(O)=C3C)CC1,445.65,23.482815
CN1C(=O)C(=C(C2=CC=CC=C2)C2=CC=CC(N)=N2)C2=CC=CC=C12,445.65,20.76419
CCC1=CN2C=CC=CC2=C1CCN,445.65,29.287867
COC1=CC=C(C=C1)N1CCN(CC1)C1=C(C)C2=C(OC(C)(CC(O)=O)C2)C(C)=C1C,445.65,12.89228
CON=C(C(=O)NC1CN(C(C(O)=O)C2=CC=C(OC)C=C2)C1=O)C1=CC=C(OCCC(N)C(O)=O)C=C1,446.15,20.423576
CNN=CC1=C2C=CC=CC2=C(C=NNC)C2=CC=CC=C12,446.15,3.7384357
OC(=O)CC1=NC=CC=C1,446.15,29.212284
OC(=O)CN(CC(O)=O)C(CCCCNC(=O)OCC1=CC=CC=C1)C(O)=O,446.15,27.22108
OC(=O)CN(CC(O)=O)C(CCCC(OCC1=CC=CC=C1)N=C=O)C(O)=O,446.15,27.300215
CCCCNC(=O)C1CNCCN1C1=NC2=C(CC(=O)N2C)C=N1,446.15,65.27214
OCC1=CC=C2N=C(N=C(NCC3=CC=CC=C3)C2=C1)N1C=CN=C1,446.15,4.9892073
COCCN(CC1=CC=C(C=C1)C1=C(C=CC=C1)C(=O)C(O)=O)C1=C(C=CC=N1)C(O)=O,446.15,13.108007
C[C@@H](C=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1,446.15,28.918613
CC1=CC=NC2=C1C=C1OC(C)(C)[C@@H](O)[C@H](NCCC3=CC=CC=C3)C1=C2,446.15,8.879404
COC1=CC=C(C=C1)C1=C(N=NN1C1=CC=CC=C1)C1=CC=C(C)C=C1,446.15,21.482473
NC(=O)NCCC[C@H](NCC(O)C(O)C(O)CO)C(O)=O,446.65,61.921837
CCCOC1=NC=CC=C1C1(O)CCN(CC23CC(C4=CC=CC=C24)C2=C3C=CC=C2)CC1,446.65,25.778896
CC1=C(COC2=CC=C(CO\N=C(/C(O)=O)C3=CC(OC4=CC=CC=C4)=CC=C3)C=C2)N=C(O1)C1=CC=CC=C1,446.65,20.086609
CN1CCN(CC1)C1=NC2=C(NC3=C1C=C(C)C(C)=C3)C=CC=C2,446.65,9.395066
COC(=O)C1=CC(OCC2=CC=CC=C2)=CC(CC(O)NC(C)(C)CC2=CC=CC=C2)=C1,447.15,17.124104
N(C1=CC=CC=C1)C1=CC=CC=C1,447.15,29.736588
OCC1=C(O)C=C(C=C1)C(O)=O,447.15,13.549042
CC(C)(C)OC(=O)NNC(=O)C1=CC(=O)C(O)=C(CO)N1,447.15,15.917538
CC(C)OC1=C(C=CC=C1)N1CCN(CC2=CC(COC(C)=O)=CC=C2)CC1,447.15,8.911966
CN(CCC1=CC=CC=C1)C(=O)CN1C=C(C=CC(O)=O)C2=C(OCC3=CC=CC=C3)C=CC=C12,447.15,26.873207
CC1(OC(=O)C(O)=C1O)C1=CC=CC=C1,447.15,25.39077
COC1=C(OCCN2CCC(O)CC2)C=C2N=CC(C#N)=C(NC3=CC=C4C=NNC4=C3)C2=C1,447.15,7.5072303
COC1=CC=C2N=C(OCCN3CCN(CCO)CC3)C(C#N)=C(NC3=CC=C4C=NNC4=C3)C2=C1,447.15,8.111309
COC1=C2C=C(N(CC3=CC(=CC=C3)C(=N)NO)C2=CC=C1)C(=O)NCCC1=CC=C(O)C=C1,447.15,22.258549
COC(=O)CC1=NC(=NC=C1C(O)=O)C1=CC=CC=C1,447.15,21.14904
CCN(CC)CC[C@@](C#N)([C@@H](C1=CC=CC2=CC=CC=C12)C1=C(OC)C=CC=C1)C(=O)OC,447.15,14.696089
COC1=CC=C2C=C(COC2=C1)C(=O)C12CC3CC(CC(C3)C1)C2,447.15,11.858169
CCN(CC)C(=O)[C@](O)(CC)C1=C(CO)C(=O)NC=C1,447.15,18.20744
OCC(O)C(O)C(O)C(O)CNCC(O)=O,447.65,59.379593
OC(=O)C(N1CC(NC(=O)CC2=CC=CC=C2)C1=O)C1=CC=CC=C1,447.65,28.660038
NC1=C2N=CN([C@@H]3O[C@@H]([C@@H](NC(=O)[C@H](CC4=CC=C(OCC5=CC=CC=C5)C=C4)NC(=O)OCC4=CC=CC=C4)[C@H]3O)C(O)=O)C2=NC=N1,447.65,20.557087
NC(=O)NC1=C(CC(O)=O)C=CC=C1,447.65,20.38931
OCC1=C(NC=N1)C1=CC=CC=C1,447.65,25.928339
COC1=CC=C(C=C1)[C@H]1CC2=C(NC(=O)[C@H]1O)C=CC=C2,447.65,17.272608
CC(C)(C)NCCN1C(=O)\C(=N\NC(N)=O)C2=CC=CC=C12,447.65,28.321663
CC(C)(C)OC(=O)NC(CC1=CC=CC=C1)C(O)CNCC(O)C(CC1=C(C=C)C=CC=C1)NC(=O)OC(C)(C)C,447.65,20.252634
NC1=NC2=C(C=CC=C2)C2=C1N=CN2CCCCNC(=O)C1=CC=CC2=CC=CC=C12,447.65,16.058249
CC(C)C(=O)NCCNCC(O)C1=CC(O)=C(O)C=C1,448.15,12.585239
OC1CCC2=C1C=CC=C2C(O)=O,448.15,20.893024
N[C@H](CC1=CNC=N1)C(=O)N(O)C(=O)C1=C(C=CC=C1)C(O)=O,448.15,-1.5268985
CC(C)C(=O)N1OC2=C(CCN(C2)C(=O)OC(C)(C)C)C1=O,448.15,69.25783
NC1=C2N=CN([C@@H]3O[C@@H]([C@@H](NC(=O)[C@H](CC4=CC=CC=C4)NC=O)[C@H]3O)C(O)=O)C2=NC=N1,448.15,27.382576
COC1=CC=C(COC(=O)NC(=N)C2=CC(OCC3=CC=C(CN4C(=O)C5=CC=CC=C5C4=O)C=C3)=C(OC)C=C2)C=C1,448.15,14.022333
O=C(NC1=NC2=C(CC[C@@H]3NCCC[C@@H]23)C=N1)OCC1=CC=CC=C1,448.15,27.226143
COC(=O)C1=CC=C2C(C=CC(O)=C2N=O)=C1,448.15,1.8800435
COC1=C(O)C2=C(CC3=CC=CC=C3)C=CC=C2C(=C1)C(=C/C#N)\C(O)=O,448.15,5.581399
OC1(CCN(CC23CC(C4=CC=CC=C24)C2=C3C=CC=C2)CC1)C1=CC=CN=C1OCC1=CC=CC=C1,448.15,25.866861
CN1[C@@H]2CCC3=C(C=CC(=C3)C3=CC4=C(C=C3)C3=CC=CC=C3C4)[C@@]2(C)CCC1=O,448.15,16.059593
CC1=CC(=NO)C(C)=C(C)C1=O,448.15,76.6873
CCOC(=O)C(=[N+]=[N-])C(=O)OCC,448.15,63.450912
CCN(CC)C1CCN(C1)C(=O)C1=CC(C(C)C)=C(C=C1)N1N=C(C=C1C1=C(OC)C=CC=C1OC)C(=O)NC1(C2CC3CC(C2)CC1C3)C(O)=O,448.15,10.4298725
NC1=NC(=CC=C1)C1=CC=C(CCN2CCC(CC2)C(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,448.15,20.934452
CC(C)(C)OC(=O)CN1C2=C(C=CC=C2)N(CC(NC(=O)NC2=CC=CC(=C2)C(O)=O)C1=O)C(=O)C(C)(C)C,448.15,15.249829
O1C(=CC=C1C1=CC=C(C=C1)N=NC1=NC=CC=C1)C1=CC=C(C=C1)N=NC1=NC=CC=C1,448.15,19.727201
CC1=CN=C(C=C1)N=NC1=CC(C)=C(C=C1)C1=CC=C(O1)C1=C(C)C=C(C=C1)N=NC1=NC=C(C)C=C1,448.15,16.9808
COC1=CC=C(C=O)C2=C1NC1=CC=CC=C21,448.15,27.251913
COC(=O)C1=CC(OCC2=NC3=CC=CC=C3C=C2)=NN1,448.15,14.903193
OC(=O)C1=C(O)C=CC(NC2=CC=C(O)C3=CC=CC=C23)=C1,448.15,5.757044
CC1(C)CC(=O)C(C(O)C2=CC=CC=C2)C(C)(C)N1,448.65,31.337048
CCCCC1=CC(N)=C(N)C=C1,448.65,18.342228
COC1=CC=C(CC(C)NCC(O)C2=C(O)C=CC=C2)C=C1,448.65,15.733403
CCC1=C2N=NC=C(C#N)C2=CC=C1,448.65,11.703785
OC(=O)C1=C(O)C=C(OCCCO\N=C\C2=CC3=CC=CC=C3N2CC2=CC=CC=C2)C=C1,448.65,7.3327923
NC(=O)C1=NNC(=N1)C(=O)C1=CC=CC=C1,449.15,17.905201
COC1=CC=C(C[C@H](N)C(=O)N[C@@H](CC2=CC=C(OC)C=C2)C(=O)N[C@H]2[C@@H](O)[C@@H](O[C@@H]2C(O)=O)N2C=NC3=C(N)N=CN=C23)C=C1,449.15,21.230707
COC1=CC=C(NC(=O)N2CC3=C(CC2C(O)=O)N(CC2=CC(C)=C(OC)C=C2)C=N3)C=C1,449.15,16.467552
OC1=CC(NC(=O)OC2=CC=CC=C2)=CC(O)=C1,449.15,27.370356
CC(=O)N1CCC(CCC(=O)C2=CC=C3CCCN(C(C)=O)C3=C2)CC1,449.15,8.254717
CCOC(=O)C1=NC2=CC(OCC3=CC=CC=C3)=C(OCC3=CC=CC=C3)C=C2N=C1C,449.15,6.1866937
COC1=C(OC)C(OC)=C2NC(=CC2=C1)C(=O)NC1=C(CCO)C2=CC=CC=C2C(N)=C1,449.15,-0.24972461
CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC=C2,449.15,17.570957
C=C1NC(=O)[C@H](CC2=CC=CC=C2)NC1=O,449.15,27.759146
CCCC(C)(N1CCCC1)C(=O)C1=CC=C(C)C=C1,449.15,11.393415
CNC(=O)N(O)CC#CC1=C(C)C=CC(=C1)C1=N[C@@H](CO1)C1=CC=CC=C1,449.25,8.351629
CC(N)C(=O)NCC1=CC(=O)C(O)=CO1,449.65,12.237114
C1CN2C=CC3=C(N=C2C1)C(CC=C3)C1=CNC2=CC=CC=C12,449.65,27.37529
CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CO)C(=O)NN,449.65,27.826069
C[C@H](NC(=O)C[C@@H](N)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,449.65,53.119297
CNC(=O)N(O)C(C)C1=CC2=C(C=C1)C1=CC=CC=C1C2,449.65,22.547287
O=C1C=CNC2=CC=NC=C12,449.65,10.733269
N[C@@H](C[C@H](OC1=CC2=CC=CC=C2C=C1)C(O)=O)C(O)=O,449.65,14.908463
CNCC1=CC=C2C(CN(C)C=C2C2=CC=CC=C2)=C1,449.65,11.816066
COCC1=C(C(=O)N(CO1)C(C)(C)C(O)=O)C1=CC=CC=C1,449.95,25.222692
CCC1=CC=C2N=NC(=CC2=C1)C(O)=O,450.15,6.41922
CC(C)(C)OC(=O)N[C@H]1[C@@H](COC(N)=O)N(OCC2=CC=CC=C2)C1=O,450.15,27.066778
OC(=O)C1=CC=CC2=CC=CC=C12,450.15,18.856117
COC1=CC=C(C(O)=O)C(N)=C1,450.15,8.915261
C(N1CC2=CC=CC=C2C1)C1=CC2=CC=CC=C2N1,450.15,26.642496
CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC=CC2=C1OCC2,450.15,28.33114
CC1(C)CCC2=C(O1)C=CC1=C2C(=O)C(O)=CC1=O,450.15,12.15882
[H]C(O[N+]([O-])=O)(C(C([H])(O[N+]([O-])=O)[H])(C([H])(O[N+]([O-])=O)[H])C([H])(O[N+]([O-])=O)[H])[H],450.15,74.97348
CC1=CC=CC(C(=O)N2CCC3=C(C2)C=C(NN)N=N3)=C1C,450.65,10.557393
O[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O,450.65,66.024445
CCOC(=O)N1CCC2=C(C1)C(=C(NN)N=N2)C1=CC=CC=C1,450.65,25.238314
COC1OCC2=C1C(O)=C(C)N=C2CC1=CC=CC=C1,450.65,28.3733
CC(C)(C)OC(=O)CN(NC(=O)OCC1=CC=CC=C1)C(=O)C1=CC(=O)C(OCC2=CC=CC=C2)=CN1,450.65,12.647165
OC(=O)\C=C\CN1C2=C(C=CC=C2)C(=NC(NC(=O)C2=CC3=CC=CC=C3N2)C1=O)C1=CC=CC=C1,450.65,15.923628
CC1=C(CC2(CCN(CC2)C(=O)OC(C)(C)C)C(O)=O)C=CC=C1,450.65,19.399828
CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C(O)=O)C(O)=O)C(C)(C)O,450.65,13.936926
CCCCNC1=NC2=C(C=NC(N)=N2)C=C1C1=CC=CC=C1,450.65,20.10371
COC(=O)COC1CCN(CC1)C(=O)[C@H](C)NC(=O)C1=CC=C(C=C1)C(\N)=N\O,450.65,15.013353
COC(=O)CCNC(=O)N[C@H]1CCN(C1=O)C1=CC=C(C=NNOC(N)=O)C=C1,450.65,18.978338
C[C@H]1CCC[C@@H](C)N1CC1=NC2=CC=C(NC(=O)N3CCC(CC3)C3=CC=C(C)C=C3)C=C2C=C1,450.65,8.874605
CN(C)CCN1C(=O)C(=C(C2=CC=CC=C2)C2=CC=CC(N)=N2)C2=CC=CC=C12,450.65,20.768776
O=C1CC(=O)C2=CC=CC=C12,451.15,29.914799
OC(=O)C(=O)C1=CC=CN=C1,451.15,15.7319145
COC1=CC=C(NC(=O)N2CC3=CC=C(OC)C(OCC4=CC=CC=C4)=C3CC2C(O)=O)C=C1,451.15,12.119463
CC(C)(C)OC(=O)C(=[N+]=[N-])C(=O)OC(C)(C)C,451.15,79.43637
CC1=CC=C(C=C1)C(=O)ON1C(=O)CCC1=O,451.15,12.101483
CCCCNC(=O)C(=CC1=CNC2=NC=CC=C12)C1=CC=CC=C1,451.15,23.269144
COC1=C(O)C=C(CNC=C2C(=O)NCC3=CC=CC=C23)C=C1,451.15,14.7966
COC1=CC=C2N3C=CN=C3NC(C3=CC=CC=C3)C2=C1,451.65,5.837356
COC1=CC=C(C[C@H](NC(=O)[C@H](N)CC2=CC=CC=C2)C(=O)N[C@H]2[C@@H](O)[C@@H](O[C@@H]2C(O)=O)N2C=NC3=C(N)N=CN=C23)C=C1,451.65,21.33495
COC1=C(OC)C=C2C(N)=NC(=NC2=C1)C1CC2=C(CN1)C=CC1=C2C=CC=C1,451.65,3.0804808
CC(C)(C)C1=CC=CC2=C1OC(CN)C2,451.65,32.43569
CC(C(O)=O)C1=CC(=O)N(CC2=CC=CC=C2)C2=CC=CC=C12,452.15,15.588624
COC1=CC=C(C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC2=CC=C(OC)C=C2)C(=O)N[C@H]2[C@@H](O)[C@@H](O[C@@H]2C(O)=O)N2C=NC3=C(N)N=CN=C23)C=C1,452.15,21.230707
CN(C)CCNC(=O)C1=CC=CC2=C(C)C3=CC=CC=C3N=C12,452.15,7.0084233
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=C(N)C=C4)[C@@H]1CC[C@@H]2O,452.15,11.991353
CC(=O)C1=C(O)C(=O)NC1,452.15,71.76318
CC1=C(O)C(C)=C2C[C@H]3[C@H](NC4=C3C=CC=C4)C2=C1,452.15,21.295921
COC1=C(OCCNCCO)C=C2N=CC(C#N)=C(NC3=CC=C4C=NNC4=C3)C2=C1,452.15,7.5072303
OC1N(CCN2CCN(CC2)C2=CC=CC=C2)C(=O)C2=CC=CC3=CC=CC1=C23,452.65,11.989459
CC1(C)OCC(CNC=NC2=CC=C(C=C2)C2=CNC=N2)O1,452.65,19.019758
CC1(CN(CC(O)=O)CCN(CC(O)=O)C1)N(CC(O)=O)CC(O)=O,452.65,63.443245
CN1N=C2OCCCN(CC3=CC=CC=C3)C2=C(C=NO)C1=O,452.75,21.777657
CN1C=CN=C1C1=CC=C(C=C1)C1CN(CCO1)C1=NC(=CC(=O)N1C)C1=NC=NC=C1,452.95,20.816036
CC(C)C[C@@H](OC(=O)[C@@H]1CCC(=O)N1)C(O)=O,453.15,53.15988
CC1=NC(=CC2=CC=CC=C2)C(=O)O1,453.15,28.619633
CCN1CCN(C(=O)NC(C(O)=O)C2=CC=CO2)C(=O)C1=O,453.15,60.182198
ON=C1C[C@@]2(O)[C@H]3CC4=C5C(O[C@@H](C1C1=CC=CC=C1)[C@@]25CCN3CC=C)=C(O)C=C4,453.15,25.22626
COC1=C(CCC(C)(C)NCC(O)C2=CC=C3NC(=O)CCC3=C2)C=CC=C1,453.15,13.595844
CC=CCON=C(C)C1=CC=C(C=C1)N1C(=O)CNC1=O,453.15,18.687504
COC(=O)CCNC(=O)C1=CC(NC(=O)C2=CC=C(C=C2)C(=N)NC(=O)OC(C)(C)C)=C(O)C=C1,453.15,13.519812
COC(=O)C1=CC2=C(C=C1)C(=O)C(CO2)=CC1=CC=CC=C1,453.15,10.05245
CN1[C@@H]2CCC3=C(C=CC(=C3)C3=CC4=C(OC(=O)C=C4)C=C3)[C@@]2(C)CCC1=O,453.15,8.019606
CC(C)(C)OC(=O)CN1CCC2=CC=C(C=C2C1)C(=O)NC1=CC=C(C=C1)C#N,453.15,11.326057
NC1=CC=CC(NC(=O)NC2C(=O)N(CC34CC5CC(CC(C5)C3)C4)C3=C(C=CC=C3)N(C3=CC=CC=C3)C2=O)=C1,453.15,14.606629
NC1=CC=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1,453.15,7.349173
NC1=CC=C(C(O)=O)C2=C1CCCC2,453.15,3.069023
CCOC(=O)COC1CCN(CC1)C(=O)CC(=O)NC1=CC=C(C=C1)C(\N)=N\O,453.15,20.498196
N[C@@H](CC1=CC=CC=C1)C(=O)[C@@H]1[C@H](OC2=CC=C(C=C2)C(O)=O)N(N)C1=O,453.15,14.921656
COC1=C(NC(=O)NC2=C(C)C=CC=C2)C=CC(CC(O)=O)=C1,453.15,13.26807
COC1=C(C=CC(=C1)N=NC1=NC=CC=C1)C1=CC=C(O1)C1=C(OC)C=C(C=C1)N=NC1=NC=CC=C1,453.15,14.963795
CCC(N)CC1=C2NC(=O)C3=C(C=CC=C3)N2C2=CC=CC=C12,453.15,6.788509
COC1=C(OC)C=C2C(=O)N(C)C3=C(C(=CCCN)C4=C3C=C3OCOC3=C4)C2=C1,453.15,9.227057
CC(=O)NC1=CC2=C(C=C1)N(CC(O)CN1CCNCC1)C1=CC=CC=C21,453.15,25.871456
OC1=CC=C(CN(N2C=NN=C2)C2=CC=C(C#N)C(=C2)C2=CC=CC=C2)C=C1,453.15,15.966734
CON1CCC(CC1)(NO)C(O)=O,453.15,69.90381
CC1=CC(=O)C2=CC=C(O)C=C2C1=O,453.15,8.323732
COC1=CC(CC2=C(C)C(=O)C3=CC=C(OC)C=C3C2=O)=C(OC)C=C1,453.15,9.239325
CON=C(C(O)=O)C1=NC=CC(N)=N1,453.65,41.45054
CN(CCCN)CCCC1=CNC2=CC=CC=C12,453.65,27.356133
CC1=CC(O)=CC(C)=C1N=O,453.65,14.8422165
